protocol_semantics_mean,protocol_semantics_std,protocol_semantics_min,protocol_semantics_max,protocol_semantics_abs_mean,protocol_semantics_nonzero_ratio,flow_timing_mean,flow_timing_std,flow_timing_min,flow_timing_max,flow_timing_abs_mean,flow_timing_nonzero_ratio,packet_volume_mean,packet_volume_std,packet_volume_min,packet_volume_max,packet_volume_abs_mean,packet_volume_nonzero_ratio,byte_volume_mean,byte_volume_std,byte_volume_min,byte_volume_max,byte_volume_abs_mean,byte_volume_nonzero_ratio,rate_dynamics_mean,rate_dynamics_std,rate_dynamics_min,rate_dynamics_max,rate_dynamics_abs_mean,rate_dynamics_nonzero_ratio,port_addressing_mean,port_addressing_std,port_addressing_min,port_addressing_max,port_addressing_abs_mean,port_addressing_nonzero_ratio,statistical_flags_mean,statistical_flags_std,statistical_flags_min,statistical_flags_max,statistical_flags_abs_mean,statistical_flags_nonzero_ratio,unknown_numeric_mean,unknown_numeric_std,unknown_numeric_min,unknown_numeric_max,unknown_numeric_abs_mean,unknown_numeric_nonzero_ratio,target,dataset
228205.53,557032.2,0.0,1483312.0,228205.53,0.84615386,6.913556,22.821611,0.0,75.72288,6.913556,0.72727275,238361.08,553067.6,0.0,1483332.0,238361.08,0.7692308,13.666675,10.614444,0.0,22.0,13.666675,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5578.508,18882.402,0.0,65535.0,5578.508,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
227940.47,556386.44,0.0,1481592.0,227940.47,0.84615386,4.8829885,16.132307,0.0,53.52352,4.8829885,0.72727275,238094.0,552417.5,0.0,1481596.0,238094.0,0.7692308,13.666669,10.614451,0.0,22.0,13.666669,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5578.504,18882.404,0.0,65535.0,5578.504,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
228180.0,556976.0,0.0,1483160.0,228180.0,0.61538464,0.00011058108,0.00035113847,0.0,0.001168661,0.00011058108,0.36363637,238333.92,553006.56,0.0,1483164.0,238333.92,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,223.58403,0.0,512.0,144.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
228414.84,557544.2,0.0,1484675.0,228414.84,0.84615386,4.877855,16.11557,0.0,53.467922,4.877855,0.72727275,238568.61,553574.9,0.0,1484681.0,238568.61,0.7692308,13.666669,10.614451,0.0,22.0,13.666669,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5578.504,18882.404,0.0,65535.0,5578.504,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
228504.39,557762.8,0.0,1485257.0,228504.39,0.84615386,4.876901,16.11241,0.0,53.457443,4.876901,0.72727275,238657.84,553792.7,0.0,1485261.0,238657.84,0.7692308,13.666669,10.614451,0.0,22.0,13.666669,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5578.504,18882.404,0.0,65535.0,5578.504,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
228379.53,557463.1,0.0,1484457.0,228379.53,0.61538464,7.2622446e-05,0.00022552571,0.0,0.000751632,7.2622446e-05,0.36363637,238533.61,553493.5,0.0,1484462.0,238533.61,0.7692308,10.0,10.954452,0.0,20.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,223.58403,0.0,512.0,144.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IIoT-2025
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,33713252.0,40736896.0,1.0,117027220.0,33713252.0,1.0,4810.689,25871.625,0.0,157738.61,4810.689,0.7567568,2869.9756,4611.4824,57.926697,8192.0,2869.9756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,443.0,443.0,443.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,3730.5842,5424.994,0.0,12325.0,3730.5842,0.5652174,23.737122,63.48378,0.0,324.5436,23.737122,0.5945946,402.87695,508.0613,0.0,973.63086,402.87695,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,34272668.0,45488356.0,0.0,100324700.0,34272668.0,0.9130435,55987.297,333373.9,0.0,2028948.6,55987.297,0.7567568,209.37439,80.555626,119.1232,274.0,209.37439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,34088772.0,45242430.0,0.0,99603740.0,34088772.0,0.82608694,55964.96,333220.12,0.0,2028016.1,55964.96,0.7567568,209.72876,79.96027,120.18625,274.0,209.72876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,108.17391,151.45224,0.0,311.0,108.17391,0.3478261,351.18207,1473.4421,0.0,6430.868,351.18207,0.16216215,91.0,158.48344,-1.0,274.0,91.666664,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,1230887.6,2504840.2,0.0,7946959.0,1230887.6,0.65217394,97731.13,429358.72,0.0,2547363.5,97731.13,0.7567568,31377.654,32513.22,8.0,64924.96,31377.654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,443.0,443.0,443.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,CIC-IDS2017
0.0,0.0,0.0,0.0,0.0,0.0,4058.0193,9824.836,0.0,32027.0,4058.0193,0.5652174,100.16137,267.81696,0.0,1642.8,100.16137,0.7837838,3413.1194,5913.428,-1.0,10241.358,3414.453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,33999256.0,44692530.0,0.0,98400000.0,33999256.0,0.9130435,76263.78,456063.47,0.0,2775360.8,76263.78,0.7567568,210.29358,79.01186,121.88072,274.0,210.29358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,18943074.0,37988348.0,172.0,116000000.0,18943074.0,1.0,1321.5763,6504.29,0.0,39741.363,1321.5763,0.7567568,2854.7234,4625.158,21.16999,8192.0,2854.7234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,1986098.1,2535948.2,0.0,5718124.0,1986098.1,0.9130435,711.3745,3637.419,0.0,22212.818,711.3745,0.7567568,9801.251,16799.861,60.0,29200.0,9801.251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,443.0,443.0,443.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,34113.56,54898.844,0.0,152570.0,34113.56,0.65217394,84936.78,509247.72,0.0,3098806.0,84936.78,0.7567568,35821.586,39317.81,235.0,78029.76,35821.586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,404.86957,566.85034,0.0,1164.0,404.86957,0.3478261,96.44395,393.29657,0.0,1718.213,96.44395,0.16216215,80.333336,140.00833,-1.0,242.0,81.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,45971724.0,45163650.0,0.0,98733736.0,45971724.0,0.9130435,80800.51,483779.62,0.0,2943934.2,80800.51,0.7567568,118.63702,117.5165,0.0,235.0,118.63702,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,17.043478,23.862257,0.0,49.0,17.043478,0.3478261,2210.6123,9355.832,0.0,40816.33,2210.6123,0.45945945,81716.32,141319.5,-1.0,244897.95,81716.984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CIC-IDS2017
0.0,0.0,0.0,0.0,0.0,0.0,4046.6086,9017.592,0.0,23268.0,4046.6086,0.17391305,76.70826,207.66078,0.0,1281.3334,76.70826,0.7567568,2234.1624,3871.4143,-1.0,6704.487,2235.4956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,53.0,53.0,53.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,38946708.0,38384044.0,0.0,83915520.0,38946708.0,0.9130435,127719.67,768809.6,0.0,4677783.0,127719.67,0.7567568,126.08771,118.43773,0.0,235.0,126.08771,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,33955652.0,45551720.0,0.0,100239920.0,33955652.0,0.9130435,43723.01,259439.2,0.0,1579097.5,43723.01,0.7567568,201.75462,71.885635,119.263855,251.0,201.75462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,25.391304,35.549892,0.0,73.0,25.391304,0.3478261,1485.2573,6279.5996,0.0,27397.26,1485.2573,0.45945945,60219.855,90574.836,-1.0,164383.56,60220.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,0.3478261,0.4869848,0.0,1.0,0.3478261,0.3478261,108111.67,458485.94,0.0,2000000.0,108111.67,0.16216215,83.333336,145.20445,-1.0,251.0,84.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,1.0434783,1.4609545,0.0,3.0,1.0434783,0.3478261,36039.605,152828.11,0.0,666666.7,36039.605,0.16216215,91.0,158.48344,-1.0,274.0,91.666664,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,34034476.0,44852116.0,0.0,98731830.0,34034476.0,0.9130435,47793.758,283680.16,0.0,1726637.8,47793.758,0.7567568,202.37537,70.81726,121.12608,251.0,202.37537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,32512090.0,44043756.0,0.0,117000000.0,32512090.0,0.95652175,165049.36,994053.56,0.0,6048185.0,165049.36,0.7567568,196.20178,81.45074,102.60531,251.0,196.20178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CIC-IDS2017
0.083333336,0.28867513,0.0,1.0,0.083333336,0.083333336,29180474.0,37838184.0,0.0,83583270.0,29180474.0,0.9130435,80927.57,484455.75,0.0,2948062.8,80927.57,0.7567568,209.50551,58.563137,142.51656,251.0,209.50551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,32351.72,53041.703,0.0,147894.0,32351.72,0.65217394,91158.52,546657.06,0.0,3326429.8,91158.52,0.7567568,36756.64,40827.86,235.0,80834.92,36756.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,11511.845,16638.203,0.0,51707.0,11511.845,0.65217394,79936.875,478410.9,0.0,2911296.5,79936.875,0.7567568,86835.414,125748.64,235.0,231071.23,86835.414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,46017630.0,45206296.0,0.0,98900000.0,46017630.0,0.9130435,80750.54,483462.22,0.0,2942005.8,80750.54,0.7567568,118.64731,117.51681,0.0,235.0,118.64731,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,39342188.0,38660784.0,0.0,84600000.0,39342188.0,0.9130435,61757.637,368518.88,0.0,2242726.0,61757.637,0.7567568,125.49221,118.31262,0.0,235.0,125.49221,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,CIC-IDS2017
0.25,0.45226702,0.0,1.0,0.25,0.25,1.3913044,1.9479392,0.0,4.0,1.3913044,0.3478261,27045.912,114617.16,0.0,500000.0,27045.912,0.45945945,2583646.0,4474194.0,-1.0,7750000.0,2583646.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49212.0,0.0,49212.0,49212.0,49212.0,1.0,32.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,1380061.4,2085180.8,0.0,5215689.0,1380061.4,0.4347826,7.310385,18.572536,0.0,80.0,7.310385,0.5945946,15708.101,14724.212,2.3007507,29200.0,15708.101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CIC-IDS2017
0.083333336,0.2886751,0.0,1.0,0.083333336,0.083333336,46158056.0,45488468.0,0.0,99500000.0,46158056.0,0.9130435,137241.77,826202.5,0.0,5026976.5,137241.77,0.7567568,118.63635,117.51648,0.0,235.0,118.63635,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,80.0,80.0,1.0,20.0,0.0,20.0,20.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,CIC-IDS2017
